question,qtype,source
are there ssafety concerns orr specual precauions about efavirenz,precautions,typo
Are there safety concerns or special precautions about Meclizine ?,precautions,original
are there safety concerns or special precautions about meclizine,precautions,colloquial
are there safety concerns or sspeciak precautions about meclizine,precautions,typo
Are there safety concerns or special precautions about Terbutaline Injection ?,precautions,original
are there safety concerns or special precautions about terbutaline injection,precautions,colloquial
are there safeyy concerms or speciql precaution aanout terbutaline injeection,precautions,typo
Are there safety concerns or special precautions about Acetaminophen and Codeine ?,precautions,original
are there safety concerns or special precautions about acetaminophen and codeine,precautions,colloquial
are there safeetyy conccerns or special precautions about acetaminophen and codeine,precautions,typo
Are there safety concerns or special precautions about L-arginine ?,precautions,original
are there safety concerns or special precautions about l-arginine,precautions,colloquial
are there safetty concerns or special precautions about l-arginine,precautions,typo
Are there safety concerns or special precautions about Rifampin ?,precautions,original
are there safety concerns or special precautions about rifampin,precautions,colloquial
are there safety xoncerns or specia precautions about rifampin,precautions,typo
Are there safety concerns or special precautions about Morphine Oral ?,precautions,original
are there safety concerns or special precautions about morphine oral,precautions,colloquial
aee tgere safety concerns or special precauyions aot mprphine oral,precautions,typo
Are there safety concerns or special precautions about Clobetasol ?,precautions,original
are there safety concerns or special precautions about clobetasol,precautions,colloquial
are thhete safety concetns or secial precauttions about clobrtasol,precautions,typo
Are there safety concerns or special precautions about Tipranavir ?,precautions,original
are there safety concerns or special precautions about tipranavir,precautions,colloquial
are there safety concetns oor speial prevautionss about tipranavir,precautions,typo
Are there safety concerns or special precautions about Teriparatide (rDNA origin) Injection ?,precautions,original
are there safety concerns or special precautions about teriparatide (rdna origin) injection,precautions,colloquial
are therre safety concerns or specia prcautions aboutt rerriparatide (rdna oigin) injection,precautions,typo
"Are there safety concerns or special precautions about Ginseng, Siberian ?",precautions,original
"are there safety concerns or special precautions about ginseng, siberian",precautions,colloquial
"are there safety cocerns oor special precautiinss aout giinseng, siberian",precautions,typo
Are there safety concerns or special precautions about Necitumumab Injection ?,precautions,original
are there safety concerns or special precautions about necitumumab injection,precautions,colloquial
are thre safety concerns or special prexautions about neciitumumab injectoon,precautions,typo
Are there safety concerns or special precautions about Molindone ?,precautions,original
are there safety concerns or special precautions about molindone,precautions,colloquial
are there sfety cocerns or speciql precautons aboouut mplindone,precautions,typo
Are there safety concerns or special precautions about Clindamycin and Benzoyl Peroxide Topical ?,precautions,original
are there safety concerns or special precautions about clindamycin and benzoyl peroxide topical,precautions,colloquial
are thhetee safety concerns or sppecial orecautions about clindamycin and benzoyl perpxide tooical,precautions,typo
Are there safety concerns or special precautions about Telbivudine ?,precautions,original
are there safety concerns or special precautions about telbivudine,precautions,colloquial
are thre safty concerns or special precaurions about telbivudine,precautions,typo
Are there safety concerns or special precautions about Lidocaine Transdermal Patch ?,precautions,original
are there safety concerns or special precautions about lidocaine transdermal patch,precautions,colloquial
are tthere safety concerns or speciial precautions abiut lidocaine transdermal pattchh,precautions,typo
Are there safety concerns or special precautions about Metaxalone ?,precautions,original
are there safety concerns or special precautions about metaxalone,precautions,colloquial
are there safety concerns or special prwcautions about metaxalone,precautions,typo
Are there safety concerns or special precautions about Isavuconazonium ?,precautions,original
are there safety concerns or special precautions about isavuconazonium,precautions,colloquial
are theree safety concwrnss or speciql precauttions aboutt iaacuconazzonium,precautions,typo
Are there safety concerns or special precautions about Eflornithine ?,precautions,original
are there safety concerns or special precautions about eflornithine,precautions,colloquial
are thre safety concerns or special prcautions about eeflornithne,precautions,typo
Are there safety concerns or special precautions about Metipranolol Ophthalmic ?,precautions,original
are there safety concerns or special precautions about metipranolol ophthalmic,precautions,colloquial
are there safety cocerns or apecial precautions aboout metipranolol ophthalmic,precautions,typo
Are there safety concerns or special precautions about Venlafaxine ?,precautions,original
are there safety concerns or special precautions about venlafaxine,precautions,colloquial
are there ssafey concerns or special precautions abbout venlafaxine,precautions,typo
Are there safety concerns or special precautions about Bortezomib ?,precautions,original
are there safety concerns or special precautions about bortezomib,precautions,colloquial
are there safety concernns or special pecautions about bortezomib,precautions,typo
Are there safety concerns or special precautions about Talimogene Laherparepvec Injection ?,precautions,original
are there safety concerns or special precautions about talimogene laherparepvec injection,precautions,colloquial
are tthere safety cooncerns ir soeciql precautioonss about taalimogene laaherparepveec injction,precautions,typo
Are there safety concerns or special precautions about Fidaxomicin ?,precautions,original
are there safety concerns or special precautions about fidaxomicin,precautions,colloquial
are thwre safety concerns or secial precautuons about fidaxomicin,precautions,typo
Are there safety concerns or special precautions about Praziquantel ?,precautions,original
are there safety concerns or special precautions about praziquantel,precautions,colloquial
ate there safety concerns oor special precaution about praiuantel,precautions,typo
Are there safety concerns or special precautions about Ivacaftor ?,precautions,original
are there safety concerns or special precautions about ivacaftor,precautions,colloquial
are there safey conccerns or pecoal precautions abouut ivacaftor,precautions,typo
Are there safety concerns or special precautions about Pertuzumab Injection ?,precautions,original
are there safety concerns or special precautions about pertuzumab injection,precautions,colloquial
are there safty conncerns or pecial precautions about pertuzumsb injection,precautions,typo
Are there safety concerns or special precautions about Prednisone ?,precautions,original
are there safety concerns or special precautions about prednisone,precautions,colloquial
arw there safeety concerns or soeial precautions anout prednisone,precautions,typo
Are there safety concerns or special precautions about Ropinirole ?,precautions,original
are there safety concerns or special precautions about ropinirole,precautions,colloquial
are there sffety conccernss or special precautions about ropibirole,precautions,typo
Are there safety concerns or special precautions about Iloperidone ?,precautions,original
are there safety concerns or special precautions about iloperidone,precautions,colloquial
are thrre ssfety concerns or sspecial precaurions about ikoperidine,precautions,typo
Are there safety concerns or special precautions about Cod Liver Oil ?,precautions,original
are there safety concerns or special precautions about cod liver oil,precautions,colloquial
are there safety oncerns or special preautions about cod liver oil,precautions,typo
Are there safety concerns or special precautions about Nitroglycerin Topical ?,precautions,original
are there safety concerns or special precautions about nitroglycerin topical,precautions,colloquial
are there safety oncerns or specciak precaautionns about nitroglycerin topical,precautions,typo
Are there safety concerns or special precautions about Rosiglitazone ?,precautions,original
are there safety concerns or special precautions about rosiglitazone,precautions,colloquial
are there safety incerns or special precautions about rosiglitazone,precautions,typo
Are there safety concerns or special precautions about Eluxadoline ?,precautions,original
are there safety concerns or special precautions about eluxadoline,precautions,colloquial
aree there saffty cincerns or special precautions about eluxaadoline,precautions,typo
Are there safety concerns or special precautions about Celecoxib ?,precautions,original
are there safety concerns or special precautions about celecoxib,precautions,colloquial
are there safety concerns or special precautions abbout celecoxib,precautions,typo
Are there safety concerns or special precautions about Dextroamphetamine ?,precautions,original
are there safety concerns or special precautions about dextroamphetamine,precautions,colloquial
are theere safety cocerms or special precauions about extramphetaninne,precautions,typo
"Are there safety concerns or special precautions about Sodium Picosulfate, Magnesium Oxide, and Anhydrous Citric Acid ?",precautions,original
"are there safety concerns or special precautions about sodium picosulfate, magnesium oxide, and anhydrous citric acid",precautions,colloquial
"are theee safetty concerns or special precauyiobs avoout soodium picosulfate, magneium oxode, and anhydrous citric avid",precautions,typo
Are there safety concerns or special precautions about Clioquinol Topical ?,precautions,original
are there safety concerns or special precautions about clioquinol topical,precautions,colloquial
are there safety concens or secial preautipnns sbout clioqiinol ttopical,precautions,typo
Are there safety concerns or special precautions about Clopidogrel ?,precautions,original
are there safety concerns or special precautions about clopidogrel,precautions,colloquial
re here safeety concerns or special precautins about clopidogrel,precautions,typo
Are there safety concerns or special precautions about Methylprednisolone Oral ?,precautions,original
are there safety concerns or special precautions about methylprednisolone oral,precautions,colloquial
are ttherw safety conncerns or special prcautions about methlprednisolone oral,precautions,typo
Are there safety concerns or special precautions about Indomethacin ?,precautions,original
are there safety concerns or special precautions about indomethacin,precautions,colloquial
are tere safety concerns or speecial precautions aboout indpmethacin,precautions,typo
Are there safety concerns or special precautions about Triamterene ?,precautions,original
are there safety concerns or special precautions about triamterene,precautions,colloquial
are there safety cncerns or special precautionss about tiamtrrene,precautions,typo
Are there safety concerns or special precautions about Pembrolizumab Injection ?,precautions,original
are there safety concerns or special precautions about pembrolizumab injection,precautions,colloquial
are there safety concerns or pecial recautiions about pembrolzumab injection,precautions,typo
Are there safety concerns or special precautions about Demeclocycline ?,precautions,original
are there safety concerns or special precautions about demeclocycline,precautions,colloquial
are there saafeety concers or pecial prevautuons about demeclocycline,precautions,typo
Are there safety concerns or special precautions about Sotalol ?,precautions,original
are there safety concerns or special precautions about sotalol,precautions,colloquial
are therr saffety concerns or special precautibs about sotalol,precautions,typo
Are there safety concerns or special precautions about Edoxaban ?,precautions,original
are there safety concerns or special precautions about edoxaban,precautions,colloquial
are ttere safety concerns or secial precautions abbout edoxaban,precautions,typo
Are there safety concerns or special precautions about Dapagliflozin ?,precautions,original
are there safety concerns or special precautions about dapagliflozin,precautions,colloquial
are there safety concerns or specia prcautions abot dapagliflizin,precautions,typo
Are there safety concerns or special precautions about Flutamide ?,precautions,original
are there safety concerns or special precautions about flutamide,precautions,colloquial
are thre safety cincerns or sspecial precautions about flutamide,precautions,typo
Are there safety concerns or special precautions about Metronidazole Topical ?,precautions,original
are there safety concerns or special precautions about metronidazole topical,precautions,colloquial
are theree safety cncerns r specoal precautions about metronidaxol toppical,precautions,typo
Are there safety concerns or special precautions about Interferon Gamma-1b Injection ?,precautions,original
are there safety concerns or special precautions about interferon gamma-1b injection,precautions,colloquial
are there ssfety cconcerns or speccial precautions about nterferonn gamma-1b injectiin,precautions,typo
Are there safety concerns or special precautions about Glimepiride ?,precautions,original
are there safety concerns or special precautions about glimepiride,precautions,colloquial
are there safety concetna or speciaal orecautionns aboou glimpiride,precautions,typo
Are there safety concerns or special precautions about Daunorubicin Lipid Complex Injection ?,precautions,original
are there safety concerns or special precautions about daunorubicin lipid complex injection,precautions,colloquial
re there safety concerns or special precautions about saunorunicin lipid complex njectiion,precautions,typo
Are there safety concerns or special precautions about Roflumilast ?,precautions,original
are there safety concerns or special precautions about roflumilast,precautions,colloquial
are thrre safety conceerns or special precautions about roflumilast,precautions,typo
Are there safety concerns or special precautions about Acamprosate ?,precautions,original
are there safety concerns or special precautions about acamprosate,precautions,colloquial
are there safety conceerns or special pprecautions aboout acamprrosate,precautions,typo
Are there safety concerns or special precautions about Chlordiazepoxide ?,precautions,original
are there safety concerns or special precautions about chlordiazepoxide,precautions,colloquial
are there safetyy convrnss orr specisl precautions abot chlordiazepoxide,precautions,typo
Are there safety concerns or special precautions about Bisoprolol ?,precautions,original
are there safety concerns or special precautions about bisoprolol,precautions,colloquial
are there safety concerns or specil ptecautions about bisoprolol,precautions,typo
Are there safety concerns or special precautions about Desoximetasone Topical ?,precautions,original
are there safety concerns or special precautions about desoximetasone topical,precautions,colloquial
are there safety concerns or special recautions about desoimetasone topical,precautions,typo
Are there safety concerns or special precautions about Sevelamer ?,precautions,original
are there safety concerns or special precautions about sevelamer,precautions,colloquial
are there safety concrrns or spcial prwcautioons about sevelaer,precautions,typo
Are there safety concerns or special precautions about Trifluridine and Tipiracil ?,precautions,original
are there safety concerns or special precautions about trifluridine and tipiracil,precautions,colloquial
are there safety concerms or special recautions about trrifluridine and tiipieacil,precautions,typo
Are there safety concerns or special precautions about Vemurafenib ?,precautions,original
are there safety concerns or special precautions about vemurafenib,precautions,colloquial
are there safety concerns or speciial precautions about vemurafennib,precautions,typo
Are there safety concerns or special precautions about Aliskiren ?,precautions,original
are there safety concerns or special precautions about aliskiren,precautions,colloquial
are tgere safety voncern or special precauttins about alliisjiren,precautions,typo
Are there safety concerns or special precautions about Montelukast ?,precautions,original
are there safety concerns or special precautions about montelukast,precautions,colloquial
are there ssfety concerns or special precautiond about nontelukast,precautions,typo
Are there safety concerns or special precautions about Vandetanib ?,precautions,original
are there safety concerns or special precautions about vandetanib,precautions,colloquial
are there aafety concerns oor speciaal precautions aout vandetanib,precautions,typo
Are there safety concerns or special precautions about Pentazocine ?,precautions,original
are there safety concerns or special precautions about pentazocine,precautions,colloquial
are rere safety concerns or specisl precautioons about penazocine,precautions,typo
Are there safety concerns or special precautions about Enalapril ?,precautions,original
are there safety concerns or special precautions about enalapril,precautions,colloquial
are there safety concerns or special pecqutuonns abut enalapril,precautions,typo
Are there safety concerns or special precautions about Cabergoline ?,precautions,original
are there safety concerns or special precautions about cabergoline,precautions,colloquial
are there sfety concers or special precautions about cabgoline,precautions,typo
Are there safety concerns or special precautions about Hops ?,precautions,original
are there safety concerns or special precautions about hops,precautions,colloquial
are there safety concerns or special orecautions aboit hops,precautions,typo
Are there safety concerns or special precautions about Risperidone ?,precautions,original
are there safety concerns or special precautions about risperidone,precautions,colloquial
are there ssafety concerns or speial preautions about risperidone,precautions,typo
Are there safety concerns or special precautions about Triptorelin Injection ?,precautions,original
are there safety concerns or special precautions about triptorelin injection,precautions,colloquial
are there saft concrns or apecial precsutions about triptorelin injection,precautions,typo
Are there safety concerns or special precautions about Rimantadine ?,precautions,original
are there safety concerns or special precautions about rimantadine,precautions,colloquial
are there safey concerns or dpeiql precautions sbut rimantadine,precautions,typo
Are there safety concerns or special precautions about Boceprevir ?,precautions,original
are there safety concerns or special precautions about boceprevir,precautions,colloquial
are there safety concernns or special precauons abbout boceprevir,precautions,typo
Are there safety concerns or special precautions about Aminocaproic Acid Injection ?,precautions,original
are there safety concerns or special precautions about aminocaproic acid injection,precautions,colloquial
are there safety concerns or pevial precauyions about minnocaproic acid injection,precautions,typo
Are there safety concerns or special precautions about Doripenem Injection ?,precautions,original
are there safety concerns or special precautions about doripenem injection,precautions,colloquial
are there safety concerns o special precautions about doripenem injection,precautions,typo
Are there safety concerns or special precautions about Bacitracin Ophthalmic ?,precautions,original
are there safety concerns or special precautions about bacitracin ophthalmic,precautions,colloquial
are there afety concerns or special precautions about bacitracin phthaloc,precautions,typo
Are there safety concerns or special precautions about Diltiazem ?,precautions,original
are there safety concerns or special precautions about diltiazem,precautions,colloquial
re there safeyy concerns or specoal prrecautios about diltiaze,precautions,typo
Are there safety concerns or special precautions about Carvedilol ?,precautions,original
are there safety concerns or special precautions about carvedilol,precautions,colloquial
are therre safety conccerns or apecial precautionss about carvedilol,precautions,typo
Are there safety concerns or special precautions about Propafenone ?,precautions,original
are there safety concerns or special precautions about propafenone,precautions,colloquial
are there safety onxerns or sspecial precautions aoyt propafenone,precautions,typo
Are there safety concerns or special precautions about Obinutuzumab Injection ?,precautions,original
are there safety concerns or special precautions about obinutuzumab injection,precautions,colloquial
are there saety voncerns or special precautions about obinutuzumab injecton,precautions,typo
Are there safety concerns or special precautions about Acetazolamide Oral ?,precautions,original
are there safety concerns or special precautions about acetazolamide oral,precautions,colloquial
are there safety concern r special precautons about acetazolamide orra,precautions,typo
Are there safety concerns or special precautions about Azacitidine Injection ?,precautions,original
are there safety concerns or special precautions about azacitidine injection,precautions,colloquial
are thwre ssafety concerns or special preecautions anout szacitidiee injection,precautions,typo
Are there safety concerns or special precautions about Miconazole ?,precautions,original
are there safety concerns or special precautions about miconazole,precautions,colloquial
are theere safety concerns or spwcial precutions about miconaazole,precautions,typo
Are there safety concerns or special precautions about Indapamide ?,precautions,original
are there safety concerns or special precautions about indapamide,precautions,colloquial
are there safeyt concerns or special preecautions about indpamide,precautions,typo
Are there safety concerns or special precautions about Tedizolid ?,precautions,original
are there safety concerns or special precautions about tedizolid,precautions,colloquial
are there safety conccerns or secial ptecautions bout tedizokid,precautions,typo
Are there safety concerns or special precautions about Tobramycin Ophthalmic ?,precautions,original
are there safety concerns or special precautions about tobramycin ophthalmic,precautions,colloquial
are there dafety concerns or specia precautions aabout tobramycin ophthalmic,precautions,typo
Are there safety concerns or special precautions about Mebendazole ?,precautions,original
are there safety concerns or special precautions about mebendazole,precautions,colloquial
aree thwre safey concerns or special precautios about mebendqzole,precautions,typo
Are there safety concerns or special precautions about Dabrafenib ?,precautions,original
are there safety concerns or special precautions about dabrafenib,precautions,colloquial
ae thre safety concens or special precutions about dabrafenib,precautions,typo
Are there safety concerns or special precautions about Ixazomib ?,precautions,original
are there safety concerns or special precautions about ixazomib,precautions,colloquial
are there saafety concerns or speciak precautions abbout ixazomib,precautions,typo
Are there safety concerns or special precautions about Acebutolol ?,precautions,original
are there safety concerns or special precautions about acebutolol,precautions,colloquial
are there safety concerns or specciak precauutionns about acebutolool,precautions,typo
Are there safety concerns or special precautions about Sofosbuvir ?,precautions,original
are there safety concerns or special precautions about sofosbuvir,precautions,colloquial
are tthre ssfety concerns or special prexautions about sofosbuvir,precautions,typo
Are there safety concerns or special precautions about Griseofulvin ?,precautions,original
are there safety concerns or special precautions about griseofulvin,precautions,colloquial
are there safety concerns or special precautions about griiseogulbin,precautions,typo
Are there safety concerns or special precautions about Ertapenem Injection ?,precautions,original
are there safety concerns or special precautions about ertapenem injection,precautions,colloquial
are there safety concerbs or ssoecil precautiionns aboit eertapenem injevtion,precautions,typo
Are there safety concerns or special precautions about Ketoconazole ?,precautions,original
are there safety concerns or special precautions about ketoconazole,precautions,colloquial
are there safety concrns ir speal precautions about ketoconazole,precautions,typo
Are there safety concerns or special precautions about Pantoprazole ?,precautions,original
are there safety concerns or special precautions about pantoprazole,precautions,colloquial
are here safety concerns or spevial precautions about oantoorazole,precautions,typo
Are there safety concerns or special precautions about Ciclesonide Nasal Spray ?,precautions,original
are there safety concerns or special precautions about ciclesonide nasal spray,precautions,colloquial
re tgere safety concerns or speeial precautionss bout ciclesonide nasal spray,precautions,typo
Are there safety concerns or special precautions about Medroxyprogesterone ?,precautions,original
are there safety concerns or special precautions about medroxyprogesterone,precautions,colloquial
aare there afety conccerns or special precautions about medroxyprgesterone,precautions,typo
Are there safety concerns or special precautions about Levoleucovorin Injection ?,precautions,original
are there safety concerns or special precautions about levoleucovorin injection,precautions,colloquial
are there safety conncerns or specil prwcautionns abput levoleucovorin injection,precautions,typo
Are there safety concerns or special precautions about Ethinyl Estradiol and Etonogestrel Vaginal Ring ?,precautions,original
are there safety concerns or special precautions about ethinyl estradiol and etonogestrel vaginal ring,precautions,colloquial
are tjere safety concerns or special pcautuons about ethinyl estadiol amd etonogestrek vaginal ring,precautions,typo
Are there safety concerns or special precautions about Horny Goat Weed ?,precautions,original
are there safety concerns or special precautions about horny goat weed,precautions,colloquial
arw tthhere safety concerns or speial precautuons aboout horny giat weed,precautions,typo
Are there safety concerns or special precautions about Simethicone ?,precautions,original
are there safety concerns or special precautions about simethicone,precautions,colloquial
are ther safety concerns oe special precautions about sethiconee,precautions,typo
Are there safety concerns or special precautions about Acyclovir ?,precautions,original
are there safety concerns or special precautions about acyclovir,precautions,colloquial
arre there safety concrrns or special precautions aabout acyclovvir,precautions,typo
Are there safety concerns or special precautions about Dextromethorphan and Quinidine ?,precautions,original
are there safety concerns or special precautions about dextromethorphan and quinidine,precautions,colloquial
aare rheere ssaafety cincerns or special precautioons about dexxtromethophan and quinidine,precautions,typo
Are there safety concerns or special precautions about Naloxegol ?,precautions,original
are there safety concerns or special precautions about naloxegol,precautions,colloquial
are there saafety oncerns or specual precaution aaboout naloxegol,precautions,typo
Are there safety concerns or special precautions about Dapsone ?,precautions,original
are there safety concerns or special precautions about dapsone,precautions,colloquial
are there safery concerns or special precautions abiut dapsone,precautions,typo
Are there safety concerns or special precautions about Simvastatin ?,precautions,original
are there safety concerns or special precautions about simvastatin,precautions,colloquial
are there safetty concerns ot specil pecautions about simvastatin,precautions,typo
Are there safety concerns or special precautions about Nicotine Oral Inhalation ?,precautions,original
are there safety concerns or special precautions about nicotine oral inhalation,precautions,colloquial
are there safey concerns orr special orccauttions about nicotine oral inhalatioon,precautions,typo
Are there safety concerns or special precautions about Cyclopentolate Ophthalmic ?,precautions,original
are there safety concerns or special precautions about cyclopentolate ophthalmic,precautions,colloquial
are there sagety concerns or speial precautions about yclopentolatr ophthalmic,precautions,typo
Are there safety concerns or special precautions about Folic Acid ?,precautions,original
are there safety concerns or special precautions about folic acid,precautions,colloquial
are there sfet concerns or special prrecautiions about folic acid,precautions,typo
Are there safety concerns or special precautions about Foscarnet Sodium Injection ?,precautions,original
are there safety concerns or special precautions about foscarnet sodium injection,precautions,colloquial
are there safety concerns o special ptecautions about focarnet sdium iinjeection,precautions,typo
Are there safety concerns or special precautions about Hydroxyzine ?,precautions,original
are there safety concerns or special precautions about hydroxyzine,precautions,colloquial
are theee safety concerns or speciall precqutiions about hyddrozyzine,precautions,typo
Are there safety concerns or special precautions about Mometasone Oral Inhalation ?,precautions,original
are there safety concerns or special precautions about mometasone oral inhalation,precautions,colloquial
are there safety concerns or spwcal precaurions about mometssone ral inhalation,precautions,typo
Are there safety concerns or special precautions about Ruxolitinib ?,precautions,original
are there safety concerns or special precautions about ruxolitinib,precautions,colloquial
are theree saffety concerns or specia recautions about ruxollitinib,precautions,typo
Are there safety concerns or special precautions about Enfuvirtide Injection ?,precautions,original
are there safety concerns or special precautions about enfuvirtide injection,precautions,colloquial
ar thhere safety concerns or speval precautios about enffuvirtife injection,precautions,typo
Are there safety concerns or special precautions about Lomitapide ?,precautions,original
are there safety concerns or special precautions about lomitapide,precautions,colloquial
are there safety concerns or special ptecautioons aboit lomitpide,precautions,typo
Are there safety concerns or special precautions about Blond psyllium ?,precautions,original
are there safety concerns or special precautions about blond psyllium,precautions,colloquial
are tjer safety concerns or sppecisl orecautions abbouut blond osyklium,precautions,typo
Are there safety concerns or special precautions about Betaxolol ?,precautions,original
are there safety concerns or special precautions about betaxolol,precautions,colloquial
are there safety concerns or spexial precutions aboutt betacolol,precautions,typo
Are there safety concerns or special precautions about Auranofin ?,precautions,original
are there safety concerns or special precautions about auranofin,precautions,colloquial
are there safety concerns or specoal prwcautions about auranoffin,precautions,typo
Are there safety concerns or special precautions about Febuxostat ?,precautions,original
are there safety concerns or special precautions about febuxostat,precautions,colloquial
are there safety cincrrns or special prcautions about febuostat,precautions,typo
Are there safety concerns or special precautions about Lipase ?,precautions,original
are there safety concerns or special precautions about lipase,precautions,colloquial
are there ssafety xoncerns or special precsutions about lipase,precautions,typo
Are there safety concerns or special precautions about Gefitinib ?,precautions,original
are there safety concerns or special precautions about gefitinib,precautions,colloquial
qre there safety voncernns or spexial ecaution abut gwfitinib,precautions,typo
Are there safety concerns or special precautions about Pravastatin ?,precautions,original
are there safety concerns or special precautions about pravastatin,precautions,colloquial
are there safety concerns o special precauionns about pravasttatin,precautions,typo
Are there safety concerns or special precautions about Hydromorphone Rectal ?,precautions,original
are there safety concerns or special precautions about hydromorphone rectal,precautions,colloquial
arr there safety xoncerns or speal prrecautions about gydromorphone reectal,precautions,typo
Are there safety concerns or special precautions about Cefuroxime Injection ?,precautions,original
are there safety concerns or special precautions about cefuroxime injection,precautions,colloquial
are there safety concerns or specal precautions about ceguroxme injectin,precautions,typo
Are there safety concerns or special precautions about Progesterone ?,precautions,original
are there safety concerns or special precautions about progesterone,precautions,colloquial
are there safety concerns or special pprecautions about progestrone,precautions,typo
Are there safety concerns or special precautions about Vinblastine ?,precautions,original
are there safety concerns or special precautions about vinblastine,precautions,colloquial
are thrre safety concerms or special precautions about vinblastine,precautions,typo
Are there safety concerns or special precautions about Brexpiprazole ?,precautions,original
are there safety concerns or special precautions about brexpiprazole,precautions,colloquial
are therw afety xoncerns or specual precautions about brexpiprazole,precautions,typo
Are there safety concerns or special precautions about Minoxidil Topical ?,precautions,original
are there safety concerns or special precautions about minoxidil topical,precautions,colloquial
are there sfety conncers or special precautions abut mnoxidil topical,precautions,typo
Are there safety concerns or special precautions about Ceftazidime and Avibactam Injection ?,precautions,original
are there safety concerns or special precautions about ceftazidime and avibactam injection,precautions,colloquial
are there ssfey cincerns or sppeciaal prwcautions abou cetazisime snd avibatam injection,precautions,typo
Are there safety concerns or special precautions about Sodium Oxybate ?,precautions,original
are there safety concerns or special precautions about sodium oxybate,precautions,colloquial
are there safety cooncrns or speecial precautions about sodium oxybate,precautions,typo
Are there safety concerns or special precautions about Exemestane ?,precautions,original
are there safety concerns or special precautions about exemestane,precautions,colloquial
are there safetu concerns or sprcia precautions about exemetane,precautions,typo
Are there safety concerns or special precautions about Lomustine ?,precautions,original
are there safety concerns or special precautions about lomustine,precautions,colloquial
are therr safetyy concerns or soecial precauions about lomustine,precautions,typo
Are there safety concerns or special precautions about Nabumetone ?,precautions,original
are there safety concerns or special precautions about nabumetone,precautions,colloquial
are there safety concens ot aprcial prcautions about nabumetone,precautions,typo
Are there safety concerns or special precautions about Betamethasone Topical ?,precautions,original
are there safety concerns or special precautions about betamethasone topical,precautions,colloquial
arr there safetty cocers or speccial recautions about betamethasone topcal,precautions,typo
Are there safety concerns or special precautions about Clonidine ?,precautions,original
are there safety concerns or special precautions about clonidine,precautions,colloquial
are there safety concerns or sprxial precaautions abut cllonidine,precautions,typo
Are there safety concerns or special precautions about Bismuth Subsalicylate ?,precautions,original
are there safety concerns or special precautions about bismuth subsalicylate,precautions,colloquial
are there sfety concerns or special precauution about bismuth subsallicylate,precautions,typo
Are there safety concerns or special precautions about Isotretinoin ?,precautions,original
are there safety concerns or special precautions about isotretinoin,precautions,colloquial
are there safety cocerns or special peecautions about sotretinoin,precautions,typo
Are there safety concerns or special precautions about Ibandronate ?,precautions,original
are there safety concerns or special precautions about ibandronate,precautions,colloquial
are there safety oncerns or sspwcial precauutions qbout ibandronate,precautions,typo
Are there safety concerns or special precautions about Testosterone Transdermal Patch ?,precautions,original
are there safety concerns or special precautions about testosterone transdermal patch,precautions,colloquial
are thhere safety comcerns or special precauttions qbout testosterone transdermsl patch,precautions,typo
Are there safety concerns or special precautions about Sertaconazole Topical ?,precautions,original
are there safety concerns or special precautions about sertaconazole topical,precautions,colloquial
are there safety concerns or special precautions about sertaconnazole topcal,precautions,typo
Are there safety concerns or special precautions about Furosemide ?,precautions,original
are there safety concerns or special precautions about furosemide,precautions,colloquial
are thhere ssafety concerns or peeciiaal precations about furosemide,precautions,typo
Are there safety concerns or special precautions about Ibuprofen ?,precautions,original
are there safety concerns or special precautions about ibuprofen,precautions,colloquial
are theree sfety concerns o specol precauyions sbout ibuprofen,precautions,typo
Are there safety concerns or special precautions about Delavirdine ?,precautions,original
are there safety concerns or special precautions about delavirdine,precautions,colloquial
are there safety oncerns or special precautions about delavirdne,precautions,typo
Are there safety concerns or special precautions about Nystatin and Triamcinolone ?,precautions,original
are there safety concerns or special precautions about nystatin and triamcinolone,precautions,colloquial
r ther safety concerns or specciak preecautions abbout ystatin abd triamciolone,precautions,typo
Are there safety concerns or special precautions about Silodosin ?,precautions,original
are there safety concerns or special precautions about silodosin,precautions,colloquial
ar there safty cooncerns or spciaa precautions abouut silpdossin,precautions,typo
Are there safety concerns or special precautions about Floxuridine ?,precautions,original
are there safety concerns or special precautions about floxuridine,precautions,colloquial
are theere safety concerns o special precautiions about flloxuridinw,precautions,typo
Are there safety concerns or special precautions about Dong quai ?,precautions,original
are there safety concerns or special precautions about dong quai,precautions,colloquial
arw tgere safetty concerns or special pprecaautions aboout dong quai,precautions,typo
Are there safety concerns or special precautions about Estramustine ?,precautions,original
are there safety concerns or special precautions about estramustine,precautions,colloquial
are there safety concerns or special precaautions about estramustine,precautions,typo
Are there safety concerns or special precautions about Darbepoetin Alfa Injection ?,precautions,original
are there safety concerns or special precautions about darbepoetin alfa injection,precautions,colloquial
are theree safety conceerns or speciaal preecautions about darbepoetin alfa innjetioon,precautions,typo
Are there safety concerns or special precautions about Dalfampridine ?,precautions,original
are there safety concerns or special precautions about dalfampridine,precautions,colloquial
are there safety concerns or special peecautions aout dalfampridine,precautions,typo
Are there safety concerns or special precautions about Lurasidone ?,precautions,original
are there safety concerns or special precautions about lurasidone,precautions,colloquial
arre there safeetu concerns or special precsutions about kurasidone,precautions,typo
Are there safety concerns or special precautions about Hydromorphone ?,precautions,original
are there safety concerns or special precautions about hydromorphone,precautions,colloquial
are there safety cconcern or pecial precautions about hydromorphone,precautions,typo
Are there safety concerns or special precautions about Mitomycin ?,precautions,original
