question,qtype,source
Can you give me some idea of what to expect in the coming months,treatment and outlook,llm_generated
"I've got a lump on my testicle, what should I do about it",treatment and outlook,llm_generated
"I've got a kump on my testicl, what shoukd I do abiut it",treatment and outlook,typo
What is the outlook for Childhood Central Nervous System Atypical Teratoid/Rhabdoid Tumor ?,treatment and outlook,original
Can you tell me how to treat a minor cut,treatment and outlook,llm_generated
"I've got a boil on my bum and it's really painful, what can I do",treatment and outlook,llm_generated
How long does the healing process generally take?,treatment and outlook,llm_generated
Can yyou tell me hhow to treat a ninor cut,treatment and outlook,typo
What is the outlook for Methanol poisoning ?,treatment and outlook,original
"Can I get treatment for hair loss, I've been losing my hair for months",treatment and outlook,llm_generated
Does this condition ever just go away on its own eventually?,treatment and outlook,llm_generated
What's the typical course of this kind of illness?,treatment and outlook,llm_generated
"Can I get treatment for hair losss, I've beem losing my hair for monthhs",treatment and outlook,typo
What is the outlook for Rectal Cancer ?,treatment and outlook,original
What are my chances of making a full recovery from this,treatment and outlook,llm_generated
When will I be out of the woods with this illness?,treatment and outlook,llm_generated
"I've got a painful bump on my head, what can I do to get rid of it",treatment and outlook,llm_generated
When willl I be out of the woods wih this illness?,treatment and outlook,typo
What is the outlook for Fatty liver - nonalcoholic ?,treatment and outlook,original
"I've been told I've got a hernia, what are my options",treatment and outlook,llm_generated
Will this affect me for the rest of my life?,treatment and outlook,llm_generated
I've heard that some people make a full recovery but is that really possible,treatment and outlook,llm_generated
Will this affect me for the ret f my life?,treatment and outlook,typo
What is the outlook for Urethral Cancer ?,treatment and outlook,original
How likely is it that my condition will get worse over time,treatment and outlook,llm_generated
"I've got a lump on my testicle, what should I do about it",treatment and outlook,llm_generated
"I've got a persistent earache, how can I treat it",treatment and outlook,llm_generated
How likely is it tat ny condition willl get worse over time,treatment and outlook,typo
What is the outlook for Intraventricular hemorrhage of the newborn ?,treatment and outlook,original
"Can I get treatment for hair loss, I've been losing my hair for months",treatment and outlook,llm_generated
Will I be able to travel or will my condition hold me back,treatment and outlook,llm_generated
Do I need to have an operation to sort it out or can I just take some pills?,treatment and outlook,llm_generated
Do II need to have an operyionn to sort it out or can I just take some ppills?,treatment and outlook,typo
What is the outlook for Gastrointestinal fistula ?,treatment and outlook,original
"I've got a water infection, what antibiotics can I take to clear it up?",treatment and outlook,llm_generated
"How do you treat eczema, my daughter's got a flare up",treatment and outlook,llm_generated
Will I be able to do the things I love or will my condition hold me back,treatment and outlook,llm_generated
"How di you treaat eczema, my daughter's fot a flare up",treatment and outlook,typo
What is the outlook for Abortion - surgical - aftercare ?,treatment and outlook,original
"I've got a fungal infection in my ear, how do I get rid of it",treatment and outlook,llm_generated
Will I need to take medication for the rest of my life,treatment and outlook,llm_generated
What's the outlook for someone with a condition like mine and my age,treatment and outlook,llm_generated
"I've got a funga inffection in my ear, how di I get rid off it",treatment and outlook,typo
What is the outlook for Swimming pool granuloma ?,treatment and outlook,original
How long until I’m back on my feet properly?,treatment and outlook,llm_generated
Am I going to be okay in the long run?,treatment and outlook,llm_generated
What's the outlook for someone with a condition like mine and my age,treatment and outlook,llm_generated
Am I going to be okkay in the lomg run?,treatment and outlook,typo
What is the outlook for Hip pain ?,treatment and outlook,original
"What's the best way to treat a burn, I spilled coffee on my hand",treatment and outlook,llm_generated
"I've got a sinus infection, how can I treat it",treatment and outlook,llm_generated
"How do you treat a stomach ulcer, I've been getting really bad heartburn",treatment and outlook,llm_generated
"What's the est way to treay a burn, I spilleed coffee on my hand",treatment and outlook,typo
What is the outlook for Lymphogranuloma venereum ?,treatment and outlook,original
Can it be treated with just medication or is an operation necessary?,treatment and outlook,llm_generated
Can I get by with just taking some pills or will I need surgery?,treatment and outlook,llm_generated
"I've got a bad case of acne, what can I do to get rid of it",treatment and outlook,llm_generated
Can it be treated wuth just medcation or is an operatiion nnecessarry?,treatment and outlook,typo
What is the outlook for Empyema ?,treatment and outlook,original
Can you tell me how to clear up eczema on my face,treatment and outlook,llm_generated
Is this thing just going to get worse over time?,treatment and outlook,llm_generated
"How do you treat a stomach ulcer, I've been getting really bad heartburn",treatment and outlook,llm_generated
Can you tell me how to cleat up eczema oon my face,treatment and outlook,typo
What is the outlook for Rabies ?,treatment and outlook,original
"I've got a really bad cold, what can I take to get rid of it?",treatment and outlook,llm_generated
Does this condition ever just go away on its own eventually?,treatment and outlook,llm_generated
Do I need to have surgery or can I just take some medication?,treatment and outlook,llm_generated
Do I need to havve surgety or ccan I just yake some medication?,treatment and outlook,typo
What is the outlook for Caplan syndrome ?,treatment and outlook,original
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
Is it possible to lead a normal life with a condition like this,treatment and outlook,llm_generated
"What's the prognosis, please?",treatment and outlook,llm_generated
"I've got a wqet, can I use a cream t gett rid of it r do I need to see a doctor?",treatment and outlook,typo
What is the outlook for Growth hormone deficiency - children ?,treatment and outlook,original
What's the best cream for athlete's foot,treatment and outlook,llm_generated
Is there actually a cure for this?,treatment and outlook,llm_generated
When can I expect to start feeling an improvement?,treatment and outlook,llm_generated
When can I expect t stqrt feeliing an improvemnt?,treatment and outlook,typo
What is the outlook for Swallowing problems ?,treatment and outlook,original
"I've been putting off going to the dentist but I've got a toothache, what can I do",treatment and outlook,llm_generated
What's the likelihood of me being able to manage my symptoms,treatment and outlook,llm_generated
Is this going to be a permanent problem?,treatment and outlook,llm_generated
Whhar's the likelihood of me being able to manage my sympttoms,treatment and outlook,typo
What is the outlook for Thymoma and Thymic Carcinoma ?,treatment and outlook,original
"I've got a lump on my testicle, what should I do about it",treatment and outlook,llm_generated
How can I treat a sprained ankle at home,treatment and outlook,llm_generated
Can I get treatment for a wisdom tooth online,treatment and outlook,llm_generated
How can I treat a srained ankle at home,treatment and outlook,typo
What is the outlook for Diphenhydramine overdose ?,treatment and outlook,original
Will I need to make any lifestyle changes to manage my condition,treatment and outlook,llm_generated
"I've got a bad case of acne, what can I do to get rid of it",treatment and outlook,llm_generated
"Is there anything I can do to get rid of this cough, it's been going on for weeks",treatment and outlook,llm_generated
Will I need t make any lifetyle change to mannage mu conditiion,treatment and outlook,typo
What is the outlook for Traumatic injury of the bladder and urethra ?,treatment and outlook,original
What does recovery from this usually entail?,treatment and outlook,llm_generated
"My doctor says I need physio for my back, how does that work?",treatment and outlook,llm_generated
I've been told that my condition is chronic but what does that really mean,treatment and outlook,llm_generated
I've been told that my conditiin is chromic but what does that really ean,treatment and outlook,typo
What is the outlook for Contact dermatitis ?,treatment and outlook,original
Is the treatment just pills or do I need to go under the knife?,treatment and outlook,llm_generated
"I've been diagnosed with sciatica, what are my treatment options",treatment and outlook,llm_generated
Can the condition be managed with just medication or does it require surgery?,treatment and outlook,llm_generated
"I've been diagnoed with sciatica, what are my treatment optipns",treatment and outlook,typo
What is the outlook for Obstructive sleep apnea - adults ?,treatment and outlook,original
"I've got a cold sore, what's the best way to get rid of it?",treatment and outlook,llm_generated
What's the prognosis for someone with my condition and my age,treatment and outlook,llm_generated
Do I need to have surgery to fix the problem or can I just take some pills and be fine?,treatment and outlook,llm_generated
"I've goy a cold sore, what's the beat way to get rd off it?",treatment and outlook,typo
What is the outlook for Heart attack - discharge ?,treatment and outlook,original
Will I need to make any lifestyle changes to manage my condition,treatment and outlook,llm_generated
"Will I be able to go back to work soon, or will it take ages?",treatment and outlook,llm_generated
What’s the recovery time like for something like this?,treatment and outlook,llm_generated
Will I need to make any lifeestyle chaanges t manage my condition,treatment and outlook,typo
What is the outlook for Pine oil poisoning ?,treatment and outlook,original
I've heard that some people make a full recovery but is that really possible,treatment and outlook,llm_generated
Do I need to have an operation to sort it out or can I just take some pills?,treatment and outlook,llm_generated
Is it a case of just taking some pills or having a surgical procedure?,treatment and outlook,llm_generated
Do I need to havw an operation oo dort it out or can I just take some pills?,treatment and outlook,typo
What is the outlook for Congenital syphilis ?,treatment and outlook,original
What can I do to get rid of a persistent cough,treatment and outlook,llm_generated
"How do you treat eczema, my daughter's got a flare up",treatment and outlook,llm_generated
Will I be able to do all the things I used to do before?,treatment and outlook,llm_generated
What can I do to ge rid of a prrsitent cough,treatment and outlook,typo
What is the outlook for Spinal Cord Injury ?,treatment and outlook,original
"I've been putting off going to the dentist but I've got a toothache, what can I do",treatment and outlook,llm_generated
Do I need to have surgery or can I just take some medication?,treatment and outlook,llm_generated
How long will it take for me to start feeling like myself again,treatment and outlook,llm_generated
"I've been outting off going t the dentist buy I've got a toothache, whhat can I do",treatment and outlook,typo
What is the outlook for Breast milk jaundice ?,treatment and outlook,original
"I've got a vaginal infection, what can I use to get rid of it?",treatment and outlook,llm_generated
What are the chances of my condition progressing,treatment and outlook,llm_generated
Will I regain full function and strength?,treatment and outlook,llm_generated
"I've got a vafinal ingctio, what can I use to get rid of it?",treatment and outlook,typo
What is the outlook for Lung cancer - non-small cell ?,treatment and outlook,original
Will this affect me for the rest of my life?,treatment and outlook,llm_generated
What are the chances of my condition progressing,treatment and outlook,llm_generated
"I've got a mole that's changed shape, what should I do about it?",treatment and outlook,llm_generated
Will this affe me for the rest of my lfe?,treatment and outlook,typo
What is the outlook for Calcium channel blocker overdose ?,treatment and outlook,original
"I've got a persistent earache, how can I treat it",treatment and outlook,llm_generated
What's the typical course of this kind of illness?,treatment and outlook,llm_generated
"How do you treat a stomach ulcer, I've been getting really bad heartburn",treatment and outlook,llm_generated
"I've got s persistent earache, how can I treat it",treatment and outlook,typo
What is the outlook for Vaginal yeast infection ?,treatment and outlook,original
What can I do to manage my menopause symptoms,treatment and outlook,llm_generated
Can I get by with just taking some pills or will I need surgery?,treatment and outlook,llm_generated
What does my future look like with this condition?,treatment and outlook,llm_generated
What can I do to manafe my menopause symptoms,treatment and outlook,typo
What is the outlook for Respiratory syncytial virus (RSV) ?,treatment and outlook,original
"I've got a painful bump on my head, what can I do to get rid of it",treatment and outlook,llm_generated
"I've got a mole that's changed shape, what should I do about it?",treatment and outlook,llm_generated
"How do you treat a viral infection, I've got a virus and I don't know what to do",treatment and outlook,llm_generated
"How doo you treat a viral innfecyion, I've gor a virus and I don't know what to do",treatment and outlook,typo
What is the outlook for Autoimmune disorders ?,treatment and outlook,original
Does this condition ever just go away on its own eventually?,treatment and outlook,llm_generated
"I've got a vaginal infection, what can I use to get rid of it?",treatment and outlook,llm_generated
How likely is it that my condition will get worse over time,treatment and outlook,llm_generated
How ikely is it yhat my condition will get worse ovver tume,treatment and outlook,typo
What is the outlook for Familial combined hyperlipidemia ?,treatment and outlook,original
"I've been diagnosed with hypothyroidism, what's the treatment for that?",treatment and outlook,llm_generated
How long does the healing process generally take?,treatment and outlook,llm_generated
"I've got a persistent earache, how can I treat it",treatment and outlook,llm_generated
How long doos thee hesling process generllyy take?,treatment and outlook,typo
What is the outlook for Parathyroid adenoma ?,treatment and outlook,original
I'm worried that my condition will affect my relationships,treatment and outlook,llm_generated
"I've been diagnosed with an underactive thyroid, what are my treatment options",treatment and outlook,llm_generated
Will I be able to do all the things I used to do before?,treatment and outlook,llm_generated
"I've been diagnosed with an underacrive thyroid, what are my treattmennt ootions",treatment and outlook,typo
What is the outlook for Blood in the semen ?,treatment and outlook,original
Will I be able to travel or will my condition hold me back,treatment and outlook,llm_generated
"I've been told I've got a hernia, what are my options",treatment and outlook,llm_generated
How long will I need to be off work to recover,treatment and outlook,llm_generated
How long will I eed ttoo be off work t recover,treatment and outlook,typo
What is the outlook for Osteosarcoma ?,treatment and outlook,original
Can you tell me if there's a chance that my condition could get better,treatment and outlook,llm_generated
"I've got a nasty cold, what can I take to feel better",treatment and outlook,llm_generated
Can you tell me if my condition will affect my life expectancy,treatment and outlook,llm_generated
Cab you tell me ig there's a chance that m condition coulf get better,treatment and outlook,typo
What is the outlook for Acetone poisoning ?,treatment and outlook,original
"My son's got conjunctivitis, what can we do to get rid of the infection?",treatment and outlook,llm_generated
Will I need to make any lifestyle changes to manage my condition,treatment and outlook,llm_generated
Is there any light at the end of the tunnel for me?,treatment and outlook,llm_generated
Will I need ti make aamy lifesstyyle changes t manage my ondition,treatment and outlook,typo
What is the outlook for Anti-reflux surgery ?,treatment and outlook,original
How long will it take for me to start feeling better,treatment and outlook,llm_generated
Is the treatment for this just medication or does it involve surgery as well?,treatment and outlook,llm_generated
When will I be out of the woods with this illness?,treatment and outlook,llm_generated
Whheen wil I bbe out of the woods with this illlness?,treatment and outlook,typo
What is the outlook for Neuroacanthocytosis ?,treatment and outlook,original
"I've got a boil on my bum and it's really painful, what can I do",treatment and outlook,llm_generated
When will I be out of the woods with this illness?,treatment and outlook,llm_generated
"I've got a hernia, what are my treatment options?",treatment and outlook,llm_generated
"I've got a hernia, what aree my treatment options?",treatment and outlook,typo
What is the outlook for Vesicles ?,treatment and outlook,original
"I've got a ingrown toenail, what can I do to get rid of the infection?",treatment and outlook,llm_generated
Will I be able to travel or will my condition hold me back,treatment and outlook,llm_generated
How likely is it that my condition will get worse over time,treatment and outlook,llm_generated
Wilk I be aable to travel or qill my consitio hol me back,treatment and outlook,typo
What is the outlook for Trisodium phosphate poisoning ?,treatment and outlook,original
How long does it take to fully recover from something like this,treatment and outlook,llm_generated
I'm worried that my condition will affect my career,treatment and outlook,llm_generated
"I've been told I've got high blood pressure, what treatment do I need?",treatment and outlook,llm_generated
I'm worried thar mu condition willl afffect myy career,treatment and outlook,typo
What is the outlook for Opsoclonus Myoclonus ?,treatment and outlook,original
"I've got a cold sore, what's the best way to get rid of it?",treatment and outlook,llm_generated
How long will it take for me to start feeling better,treatment and outlook,llm_generated
"What's the prognosis, please?",treatment and outlook,llm_generated
"What's thr orognosis, please?",treatment and outlook,typo
What is the outlook for Membranoproliferative glomerulonephritis ?,treatment and outlook,original
Is it a case of just taking some pills or having a surgical procedure?,treatment and outlook,llm_generated
Am I going to be okay in the long run?,treatment and outlook,llm_generated
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
"I've got a wart, an I use a cream to get ri of it or do I need to see s ddocte?",treatment and outlook,typo
What is the outlook for Aase syndrome ?,treatment and outlook,original
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
"I've been diagnosed with depression, what are my treatment options",treatment and outlook,llm_generated
Is it a case of just taking some pills or having a surgical procedure?,treatment and outlook,llm_generated
"I've got a qart, can I use a cream too get rid of it or do I need to see a doctor?",treatment and outlook,typo
What is the outlook for Wilson Disease ?,treatment and outlook,original
How can I manage my asthma symptoms,treatment and outlook,llm_generated
Will it come back again once it’s cleared up?,treatment and outlook,llm_generated
"I've got a hernia, what are my treatment options?",treatment and outlook,llm_generated
"I've got a hernia, what aree my treatmment options?",treatment and outlook,typo
What is the outlook for Wernicke-Korsakoff syndrome ?,treatment and outlook,original
Is this thing just going to get worse over time?,treatment and outlook,llm_generated
I just want to know if I'll be able to get back to my old self,treatment and outlook,llm_generated
How long will it take for me to start feeling like myself again,treatment and outlook,llm_generated
jow long ill it take for me to start eelingg llike myself agan,treatment and outlook,typo
What is the outlook for Atopic dermatitis ?,treatment and outlook,original
"How do you treat a viral infection, I've got a virus and I don't know what to do",treatment and outlook,llm_generated
"I've got a boil on my bum and it's really painful, what can I do",treatment and outlook,llm_generated
Will I get better?,treatment and outlook,llm_generated
"I'be got a boil om my bum and iy's really painful, what can I do",treatment and outlook,typo
What is the outlook for Homocystinuria ?,treatment and outlook,original
Will I need to take medication for the rest of my life,treatment and outlook,llm_generated
What's the best case scenario for someone with my condition,treatment and outlook,llm_generated
"My son's got conjunctivitis, what can we do to get rid of the infection?",treatment and outlook,llm_generated
"My son's got conjunctibitis, whaat can we do to get rid of the infection?",treatment and outlook,typo
What is the outlook for Bronchiolitis ?,treatment and outlook,original
Does this condition ever just go away on its own eventually?,treatment and outlook,llm_generated
Is the treatment for this just medication or does it involve surgery as well?,treatment and outlook,llm_generated
"My doctor says I need physio for my back, how does that work?",treatment and outlook,llm_generated
"My doctor sqyys I need physip for my back, how does yhat work?",treatment and outlook,typo
What is the outlook for Restless legs syndrome ?,treatment and outlook,original
"I've got a skin tag, can I remove it myself or do I need to see a doctor?",treatment and outlook,llm_generated
I've heard that some people make a full recovery but is that really possible,treatment and outlook,llm_generated
"I've been diagnosed with sciatica, what are my treatment options",treatment and outlook,llm_generated
I've hardd thatt some pople make a full recovry but is thaat really ossible,treatment and outlook,typo
What is the outlook for Bruxism ?,treatment and outlook,original
Is surgery a must or can I get away with just taking medication?,treatment and outlook,llm_generated
Can you tell me if there's a chance that my condition could get better,treatment and outlook,llm_generated
How will my condition affect my mental health in the long term,treatment and outlook,llm_generated
Is surgwryy a must or can I get sway wiith juust takinng medication?,treatment and outlook,typo
What is the outlook for Esophageal cancer ?,treatment and outlook,original
When will I be out of the woods with this illness?,treatment and outlook,llm_generated
"I've got a eye infection, what can I use to get rid of it?",treatment and outlook,llm_generated
"I've been told I need to take medication for my thyroid, what does that mean?",treatment and outlook,llm_generated
"I've got a ye infwctin, wwhaat cann I use to get rid of it?",treatment and outlook,typo
What is the outlook for Fanconi anemia ?,treatment and outlook,original
What are the chances of a good outcome from all this?,treatment and outlook,llm_generated
What can I take for restless leg syndrome,treatment and outlook,llm_generated
I'm really worried about the future and what to expect,treatment and outlook,llm_generated
What can I take gor restless leg sundrome,treatment and outlook,typo
What is the outlook for Ear barotrauma ?,treatment and outlook,original
Will I be limited physically after this is over?,treatment and outlook,llm_generated
What's the best cream for athlete's foot,treatment and outlook,llm_generated
I've been feeling really down about my diagnosis and I just want to know what to expect,treatment and outlook,llm_generated
I've beenn feeling reallyy down about my diagnoss and I just wan t know wgat to expect,treatment and outlook,typo
What is the outlook for Hyperventilation ?,treatment and outlook,original
"What can I do to treat insomnia, I haven't slept in weeks",treatment and outlook,llm_generated
I'm worried that my condition will affect my relationships,treatment and outlook,llm_generated
"How long does it take to recover from a stomach bug, is there anything I can take?",treatment and outlook,llm_generated
"What ca I do to treat insomnia, I haven't slept in weks",treatment and outlook,typo
What is the outlook for Gums - swollen ?,treatment and outlook,original
How long until I’m back on my feet properly?,treatment and outlook,llm_generated
What’s the best-case scenario for getting better?,treatment and outlook,llm_generated
"Will I be able to go back to work soon, or will it take ages?",treatment and outlook,llm_generated
How long until o’m back on my feet properly?,treatment and outlook,typo
What is the outlook for Whipworm infection ?,treatment and outlook,original
Is it possible to lead a normal life with a condition like this,treatment and outlook,llm_generated
"What can I do to treat eczema on my hands, it's really sore",treatment and outlook,llm_generated
How will this condition affect my daily life in the long term,treatment and outlook,llm_generated
How will this condition afect my ddailyy lfe in the ong term,treatment and outlook,typo
What is the outlook for Gestational Trophoblastic Disease ?,treatment and outlook,original
Will I ever be able to go back to work if I've got this condition,treatment and outlook,llm_generated
What's the long-term outlook for someone with this condition?,treatment and outlook,llm_generated
"I've been told I've got high blood pressure, what treatment do I need?",treatment and outlook,llm_generated
"I've been tokd I've goot high blood pressure, what treatment do I nee?",treatment and outlook,typo
What is the outlook for Endometriosis ?,treatment and outlook,original
Will this affect me for the rest of my life?,treatment and outlook,llm_generated
"Can you recommend anything for treating migraines, I get them all the time",treatment and outlook,llm_generated
Can I expect to just be on medication or will I need to have an operation?,treatment and outlook,llm_generated
"Can you recommend anthing for teeating migraines, I get them alll the time",treatment and outlook,typo
What is the outlook for Androgen insensitivity syndrome ?,treatment and outlook,original
"I've got a vaginal infection, what can I use to get rid of it?",treatment and outlook,llm_generated
Will I need to go under the knife or can I get by with just taking some pills?,treatment and outlook,llm_generated
Do I need to have an operation or can it be treated with medication alone?,treatment and outlook,llm_generated
DDo I need to haavw an ooeratio or can iir be rreted with mmedication aalpne?,treatment and outlook,typo
What is the outlook for Fragile X syndrome ?,treatment and outlook,original
Can it be treated with just medication or is an operation necessary?,treatment and outlook,llm_generated
"I've got a eye infection, what can I use to get rid of it?",treatment and outlook,llm_generated
Do I need to have an operation to sort it out or can I just take some pills?,treatment and outlook,llm_generated
Can it be treattrd with juustt medicattion or is an operattion necessary?,treatment and outlook,typo
What is the outlook for Diverticulitis and diverticulosis - discharge ?,treatment and outlook,original
What are my chances of making a full recovery from this,treatment and outlook,llm_generated
"I've been told I need to take iron tablets, how do they work?",treatment and outlook,llm_generated
Can I get treatment for a wisdom tooth online,treatment and outlook,llm_generated
Can I et treaatment for a wisdoom toooth oonlline,treatment and outlook,typo
What is the outlook for Metachromatic leukodystrophy ?,treatment and outlook,original
I'm really worried about the future and what to expect,treatment and outlook,llm_generated
What's the likelihood of me being able to manage my symptoms,treatment and outlook,llm_generated
Will it come back again once it’s cleared up?,treatment and outlook,llm_generated
I'm really worried abput te future and what to expecr,treatment and outlook,typo
What is the outlook for Varicose veins and venous insufficiency ?,treatment and outlook,original
"How do you treat a viral infection, I've got a virus and I don't know what to do",treatment and outlook,llm_generated
"What are the options for fixing a broken toe, do I need to see a doctor?",treatment and outlook,llm_generated
Can you give me some idea of what to expect in the coming months,treatment and outlook,llm_generated
"Hw do you trreat a viral indection, I've got a virus an I don't know what to do",treatment and outlook,typo
What is the outlook for Testicle pain ?,treatment and outlook,original
Will I need to make any lifestyle changes to manage my condition,treatment and outlook,llm_generated
Will the treatment involve going under anaesthetic or just taking some tablets?,treatment and outlook,llm_generated
"My doctor says I need physio for my back, how does that work?",treatment and outlook,llm_generated
Will the treatmentt involve going under anaeesthetic or just taing somr tablets?,treatment and outlook,typo
What is the outlook for Hyperparathyroidism ?,treatment and outlook,original
"I've had a bad cough for weeks, what can I do to get rid of it",treatment and outlook,llm_generated
Is this going to be a permanent problem?,treatment and outlook,llm_generated
"I've got a bad case of acne, what can I do to get rid of it",treatment and outlook,llm_generated
Is this gooing to bbe a permanebt problem?,treatment and outlook,typo
What is the outlook for Gastrointestinal Carcinoid Tumors ?,treatment and outlook,original
"What can I take for a headache, I've got a migraine and it won't go away",treatment and outlook,llm_generated
What does recovery from this usually entail?,treatment and outlook,llm_generated
"How do you treat eczema, my daughter's got a flare up",treatment and outlook,llm_generated
"What cab I take fpr a headache, I've got aa migraine and iit won't go awa",treatment and outlook,typo
What is the outlook for Mitral valve prolapse ?,treatment and outlook,original
Can you tell me if there's a chance that my condition could get better,treatment and outlook,llm_generated
What's the best way to get rid of a stomach bug,treatment and outlook,llm_generated
Does this condition ever just go away on its own eventually?,treatment and outlook,llm_generated
Can you tell me if ther's a vhance that m condition could get vette,treatment and outlook,typo
What is the outlook for Coping with cancer - hair loss ?,treatment and outlook,original
I've heard that some people make a full recovery but is that really possible,treatment and outlook,llm_generated
"How do you treat a sinus infection, I've got a headache and it won't go away",treatment and outlook,llm_generated
Will I have to have surgery or can they just give me some pills?,treatment and outlook,llm_generated
Will I have to have surhery or can they just give me some pills?,treatment and outlook,typo
What is the outlook for Body lice ?,treatment and outlook,original
"I've been diagnosed with diabetes, what's the treatment for that?",treatment and outlook,llm_generated
How long do people usually take to get over this sort of thing?,treatment and outlook,llm_generated
Is the treatment for this just medication or does it involve surgery as well?,treatment and outlook,llm_generated
"I'v been diagnosed with diabetes, what's the treatnent for thqt?",treatment and outlook,typo
What is the outlook for Hemolytic disease of the newborn ?,treatment and outlook,original
"I've got a bad case of acne, what can I do to get rid of it",treatment and outlook,llm_generated
"I've got a trapped nerve, how can I relieve the pain",treatment and outlook,llm_generated
"Can you get rid of cysts, I've got one on my face and it's really embarrassing",treatment and outlook,llm_generated
"I'e gt a bad case of acne, what can I do to get tid of it",treatment and outlook,typo
What is the outlook for Herpetic stomatitis ?,treatment and outlook,original
When can I expect to start feeling an improvement?,treatment and outlook,llm_generated
What's the typical course of this kind of illness?,treatment and outlook,llm_generated
"I've been diagnosed with depression, what are my treatment options",treatment and outlook,llm_generated
"II've bwen diagnised with deprsaion, what re my treatment options",treatment and outlook,typo
What is the outlook for Aicardi syndrome ?,treatment and outlook,original
Does this condition ever just go away on its own eventually?,treatment and outlook,llm_generated
Can I get antibiotics for a chest infection online,treatment and outlook,llm_generated
How long will this last for?,treatment and outlook,llm_generated
How long will thia last for?,treatment and outlook,typo
What is the outlook for Hypokalemic periodic paralysis ?,treatment and outlook,original
Can I get treated with just pills or do I need to have an operation to fix it?,treatment and outlook,llm_generated
Will I be on medication for it or is it a surgical thing?,treatment and outlook,llm_generated
Is the treatment for this just medication or does it involve surgery as well?,treatment and outlook,llm_generated
Will I be on medicatiin for it or is it a surgical thig?,treatment and outlook,typo
What is the outlook for Drug-induced pulmonary disease ?,treatment and outlook,original
"I've got a painful bump on my head, what can I do to get rid of it",treatment and outlook,llm_generated
"I've got a recurrent thrush infection, what can I do to get rid of it",treatment and outlook,llm_generated
"I've got a bad case of acne, what can I do to get rid of it",treatment and outlook,llm_generated
"I've got a recurrrent tthrush ifection, what can I doo t get rid of it",treatment and outlook,typo
What is the outlook for Childhood Brain and Spinal Cord Tumors ?,treatment and outlook,original
I'm really worried about the future and what to expect,treatment and outlook,llm_generated
I'm trying to stay positive but it's hard when I don't know what to expect,treatment and outlook,llm_generated
"What's the treatment for a slipped disc, I've been in agony for days",treatment and outlook,llm_generated
I'm trying to stay positive butt it's hard whwn I don'tt knoow whar to expwct,treatment and outlook,typo
What is the outlook for Acute myelogenous leukemia (AML) - children ?,treatment and outlook,original
"I've got a mole that's changed shape, what should I do about it?",treatment and outlook,llm_generated
Can you tell me if there's a chance that my condition could get better,treatment and outlook,llm_generated
"I've got a fungal nail infection, what can I use to get rid of it?",treatment and outlook,llm_generated
Can you tell me iif there's a chabce that mt condiib could get better,treatment and outlook,typo
What is the outlook for Migraine ?,treatment and outlook,original
How will this impact my daily life in the long-term?,treatment and outlook,llm_generated
How likely is it that my condition will get worse over time,treatment and outlook,llm_generated
I've been told that my condition is chronic but what does that really mean,treatment and outlook,llm_generated
I've been told that my confition is chronnic but what does that really mean,treatment and outlook,typo
What is the outlook for Hyperviscosity - newborn ?,treatment and outlook,original
"I've got a cold sore and it's really painful, what can I do",treatment and outlook,llm_generated
When will I be out of the woods with this illness?,treatment and outlook,llm_generated
What's the long-term outlook for someone with this condition?,treatment and outlook,llm_generated
Wat's the long-term ouutlook for soneone with tjis conition?,treatment and outlook,typo
What is the outlook for Increased head circumference ?,treatment and outlook,original
Is there any light at the end of the tunnel for me?,treatment and outlook,llm_generated
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
"I've got conjunctivitis, what's the best way to get rid of it",treatment and outlook,llm_generated
"I've got cohunctivitis, what's the best way ro gey rid of ut",treatment and outlook,typo
What is the outlook for Celiac disease - sprue ?,treatment and outlook,original
What are the chances of making a full recovery?,treatment and outlook,llm_generated
"I've been told I need to take iron tablets, how do they work?",treatment and outlook,llm_generated
Will I get better?,treatment and outlook,llm_generated
What are the chances of makibg a fulll recovery?,treatment and outlook,typo
What is the outlook for Q fever - early ?,treatment and outlook,original
"Can you recommend anything for treating migraines, I get them all the time",treatment and outlook,llm_generated
"What's the best way to treat a sprain, I've twisted my ankle",treatment and outlook,llm_generated
Will I ever feel normal again after this?,treatment and outlook,llm_generated
"What's the brst way to treat a sprain, I'e twisted my anlle",treatment and outlook,typo
What is the outlook for Hypermobile joints ?,treatment and outlook,original
What does my future look like with this condition?,treatment and outlook,llm_generated
"I've got a boil on my bum and it's really painful, what can I do",treatment and outlook,llm_generated
Is the treatment just pills or do I need to go under the knife?,treatment and outlook,llm_generated
Iss the trestmment just pills or do I meed ro gp under the knife?,treatment and outlook,typo
What is the outlook for Alopecia areata ?,treatment and outlook,original
Will I ever be able to go back to work if I've got this condition,treatment and outlook,llm_generated
Am I going to be okay in the long run?,treatment and outlook,llm_generated
"My son's got conjunctivitis, what can we do to get rid of the infection?",treatment and outlook,llm_generated
Will II ever be able to o back to wwork if I've got his condiition,treatment and outlook,typo
What is the outlook for Gaucher Disease ?,treatment and outlook,original
